studentID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,smote_class
196,0,0,15,0,0,1,3,3,3,2,3,1,2,3,0,0,1,0,1,1,1,1,1,4,2,1,1,2,3,1,12,12,12,0
197,0,0,17,0,0,1,2,4,0,2,0,0,1,3,0,0,1,0,0,0,1,1,0,4,3,3,1,2,5,0,15,15,15,0
198,0,0,16,0,0,1,4,4,1,4,1,1,1,1,0,0,0,0,1,1,1,0,0,2,4,4,1,2,4,0,16,16,16,0
199,0,0,17,0,0,1,1,1,0,2,0,1,2,1,2,0,1,0,1,0,1,0,0,4,2,4,1,4,3,6,11,10,11,0
200,0,0,15,0,0,1,1,1,0,2,0,1,2,3,0,0,1,0,0,1,1,0,0,3,1,2,1,1,1,2,13,13,13,0
201,0,0,18,0,0,1,2,1,2,3,3,0,1,2,0,0,1,0,0,1,0,1,0,3,2,3,3,2,3,0,9,8,10,0
202,0,0,18,0,0,0,2,1,2,2,1,1,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,4,14,11,9,10,0
203,0,0,16,0,0,1,3,4,0,3,0,0,1,2,0,0,1,0,1,0,1,0,0,3,3,4,2,4,4,1,15,15,16,0
204,0,0,15,0,0,1,2,3,3,1,2,0,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,3,10,11,10,0
205,0,0,17,0,0,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,4,1,1,5,0,10,9,10,0
206,0,0,18,0,0,1,2,1,2,2,3,1,2,2,0,0,0,0,0,1,0,1,0,4,3,4,1,2,3,11,8,9,10,0
207,0,0,18,0,0,1,3,2,3,3,3,0,1,2,0,0,1,0,0,1,0,1,0,3,3,3,3,2,3,0,8,7,9,0
208,0,0,16,0,0,1,3,3,3,2,2,0,2,3,0,0,1,0,0,1,1,1,1,4,3,2,1,1,4,0,10,11,12,0
209,0,0,17,0,0,1,1,1,2,2,2,1,2,1,0,0,1,0,1,1,0,0,1,2,2,3,1,2,1,8,11,11,11,0
210,0,0,17,0,0,1,2,4,0,2,0,0,1,2,0,0,0,0,0,1,1,1,0,4,4,3,1,1,5,0,15,15,15,0
211,0,0,17,0,0,1,2,4,0,2,0,0,1,3,0,0,1,0,0,0,1,1,0,4,3,3,1,1,5,0,15,15,15,0
212,0,0,17,0,0,1,3,1,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,1,2,5,1,11,11,12,0
213,0,0,16,0,0,1,2,2,2,2,3,0,1,2,0,0,1,0,1,1,1,0,0,3,1,2,1,1,1,5,11,11,11,0
214,0,0,17,0,0,1,2,2,2,2,1,0,1,2,0,1,0,0,0,1,1,0,0,3,1,2,1,1,3,4,11,11,12,0
215,0,0,16,0,0,1,2,2,2,2,2,0,1,2,0,1,0,0,0,1,1,0,0,3,1,2,1,1,2,4,11,11,11,0
216,0,0,17,0,0,1,1,1,2,2,1,1,1,2,0,1,0,0,0,0,1,0,0,3,2,3,1,1,5,3,11,11,12,0
217,0,0,17,0,0,0,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,4,2,1,1,1,3,18,12,11,11,0
218,0,0,16,0,0,1,1,1,0,2,2,1,2,1,0,0,0,0,1,1,1,1,0,4,2,5,1,1,4,0,10,9,10,0
219,0,0,18,0,0,1,2,1,2,2,0,1,1,2,0,0,0,0,0,1,0,0,0,2,2,3,1,1,4,5,10,11,12,0
220,0,0,16,0,0,1,3,4,0,3,1,0,1,2,0,0,1,0,1,0,1,0,0,2,3,4,2,3,4,0,16,15,16,0
221,0,0,15,0,0,1,3,3,2,1,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,2,1,1,5,2,11,12,12,0
222,0,0,15,0,0,1,1,1,1,2,1,1,2,1,0,0,0,0,1,1,1,1,0,4,3,5,1,1,2,1,9,9,9,0
223,0,0,15,0,0,1,1,3,2,1,0,1,1,2,0,0,0,0,1,1,1,1,0,4,3,2,1,1,4,2,9,10,9,0
224,0,0,18,0,0,0,3,3,3,2,2,1,2,2,0,0,0,0,0,0,0,1,0,4,2,2,1,1,4,10,10,10,11,0
225,0,0,16,0,0,1,3,3,3,2,2,0,2,3,0,0,1,0,0,1,1,1,1,4,3,2,1,1,4,0,10,11,12,0
226,0,0,15,0,0,1,3,3,3,1,0,1,1,3,0,0,1,0,1,1,1,1,0,4,2,1,1,1,4,2,11,12,12,0
227,0,0,17,0,0,1,3,3,3,3,3,0,1,2,0,0,1,0,0,1,0,1,0,4,3,3,1,1,4,0,7,7,8,0
228,0,0,15,0,0,1,1,1,0,2,0,1,2,3,0,0,0,0,1,1,1,0,0,2,1,1,1,1,1,3,13,13,13,0
229,0,0,19,0,0,1,1,1,2,2,0,1,2,1,0,0,1,0,1,1,0,0,1,1,2,3,1,2,1,8,10,11,11,0
230,0,0,15,0,0,1,3,3,3,2,3,0,1,3,0,0,1,0,1,1,1,1,0,4,1,1,1,1,2,3,11,11,11,0
231,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,10,0
232,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,11,0
233,0,0,18,0,0,1,1,1,0,2,0,1,2,1,2,0,0,0,0,0,1,0,0,4,2,4,1,4,4,5,11,10,11,0
234,0,0,17,0,0,1,2,1,2,2,2,1,1,1,0,0,0,0,1,1,1,1,1,5,3,3,1,1,3,3,8,8,8,0
235,0,0,16,0,0,1,3,2,2,1,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,2,5,2,11,12,13,0
236,0,0,18,0,0,1,1,1,0,2,0,1,2,1,2,0,1,0,1,0,0,0,0,3,2,4,1,4,3,6,10,10,11,0
237,0,0,15,0,0,1,1,1,0,2,0,1,3,2,0,0,1,0,0,1,1,0,0,4,1,2,1,1,2,1,13,13,13,0
238,0,0,17,0,0,1,3,3,3,3,3,0,1,2,0,0,1,0,0,1,0,1,0,4,3,3,2,1,4,0,7,7,8,0
239,0,0,15,0,0,1,3,4,3,1,0,0,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,1,5,1,10,11,12,0
240,0,0,16,0,0,1,2,2,2,2,2,1,2,4,0,0,0,0,1,0,1,0,0,4,3,4,1,1,4,6,13,13,13,0
241,0,0,17,0,0,1,2,2,2,2,0,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,5,3,11,11,13,0
242,0,0,15,0,0,1,1,2,2,1,0,1,1,2,0,0,0,0,1,1,1,1,0,4,3,3,1,1,3,2,9,10,9,0
243,0,0,15,0,0,1,2,4,3,2,0,0,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,1,5,0,10,11,11,0
244,0,0,18,0,0,1,2,1,2,2,0,1,1,2,0,0,0,0,0,1,0,0,0,2,2,3,1,1,3,5,10,11,12,0
245,0,0,15,0,0,1,2,2,0,2,3,1,1,1,0,0,1,0,0,1,1,0,0,4,3,1,1,1,2,12,13,13,12,0
246,0,0,16,0,0,1,3,2,2,1,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,2,5,2,11,12,13,0
247,0,0,15,0,0,1,3,3,3,1,0,1,1,3,0,0,1,0,1,1,1,1,0,4,2,1,1,1,4,2,11,12,12,0
248,0,0,16,0,0,1,4,4,2,4,1,1,1,1,0,0,0,0,1,1,1,0,0,2,4,4,1,2,4,0,16,16,16,0
249,0,0,16,0,0,1,3,3,3,2,3,1,2,3,0,0,1,0,1,1,1,1,1,4,3,1,1,1,3,0,11,12,12,0
250,0,0,17,0,0,1,2,4,0,2,0,0,1,2,0,0,0,0,0,1,1,1,0,4,4,3,1,1,5,0,15,15,15,0
251,0,0,18,0,0,1,2,2,1,2,0,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,4,4,11,11,13,0
252,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,11,0
253,0,0,15,0,0,1,1,1,2,2,2,1,1,2,0,1,0,0,0,0,1,0,0,3,2,3,1,3,5,2,12,11,11,0
254,0,0,15,0,0,1,1,1,2,2,0,1,2,1,0,0,0,0,1,1,1,1,1,5,4,4,1,1,1,2,8,8,8,0
255,0,0,16,0,0,1,1,1,0,2,3,1,1,2,0,0,1,0,0,0,1,1,0,3,2,4,1,2,5,0,11,10,11,0
256,0,0,17,0,0,1,2,2,0,2,0,1,2,4,0,0,0,0,1,0,1,0,0,4,3,4,1,1,4,6,13,13,13,0
257,0,0,16,0,0,1,3,4,0,3,0,0,1,2,0,0,1,0,1,0,1,0,0,3,3,4,2,4,4,1,15,15,16,0
258,0,0,17,0,0,1,3,3,3,3,3,0,1,2,0,0,1,0,0,1,0,1,0,4,3,3,1,1,4,0,7,7,8,0
259,0,0,18,0,0,1,3,3,3,2,2,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,4,7,10,11,12,0
260,0,0,15,0,0,1,1,1,1,2,3,1,1,1,0,0,1,0,1,1,1,0,0,3,3,2,1,1,1,8,12,11,11,0
261,0,0,18,0,0,1,3,3,3,2,2,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,4,7,10,11,12,0
262,0,0,15,0,0,1,3,3,3,3,0,0,2,3,0,0,1,0,0,1,1,1,1,4,2,2,1,1,4,0,10,11,12,0
263,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,10,0
264,0,0,18,0,0,1,3,1,2,2,3,0,1,2,0,0,0,0,0,1,0,1,0,4,3,3,2,1,3,2,8,8,8,0
265,0,0,18,0,0,1,3,1,2,2,3,0,1,2,0,0,0,0,0,1,0,1,0,4,3,3,2,1,3,2,8,8,8,0
266,0,0,17,0,0,1,3,3,2,2,3,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,4,0,7,7,8,0
267,0,0,16,0,0,1,1,1,0,2,0,1,2,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,2,2,13,13,13,0
268,0,0,15,0,0,1,2,3,3,1,1,0,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,3,3,10,11,10,0
269,0,0,17,0,0,1,2,2,2,2,0,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,5,3,11,11,13,0
270,0,0,16,0,0,1,3,3,3,2,2,0,2,3,0,0,1,0,0,1,1,1,1,4,3,2,1,1,4,0,10,11,12,0
271,0,0,18,0,0,1,3,2,3,3,3,0,1,2,0,0,1,0,0,1,0,1,0,3,3,3,3,2,3,0,8,7,9,0
272,0,0,15,0,0,1,2,2,2,2,3,1,1,2,0,0,1,0,0,0,1,1,1,3,2,1,2,3,3,2,13,12,12,0
273,0,0,17,0,0,1,2,4,0,2,0,0,1,3,0,0,1,0,0,0,1,1,0,4,3,3,1,4,5,1,15,15,16,0
274,0,0,16,0,0,1,1,1,0,2,3,1,1,2,0,0,1,0,0,0,1,1,0,3,2,4,1,2,5,0,11,10,11,0
275,0,0,17,0,0,1,3,1,1,2,0,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,1,2,5,1,11,11,13,0
276,0,0,18,0,0,1,2,1,2,2,3,1,2,2,0,0,0,0,0,1,0,1,0,4,3,4,1,2,3,11,8,9,10,0
277,0,0,15,0,0,1,2,2,0,2,3,1,1,1,0,0,1,0,0,1,1,0,0,4,3,1,1,1,2,14,13,13,12,0
278,0,0,15,0,0,1,3,3,3,2,2,1,1,3,0,0,1,0,1,1,1,1,0,4,2,1,1,2,3,2,12,12,12,0
279,0,0,19,0,0,1,1,1,2,2,0,1,2,1,0,0,1,0,1,1,0,0,1,1,2,3,1,2,1,8,10,11,11,0
280,0,0,17,0,0,0,3,2,2,2,0,1,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,3,2,0,13,13,15,0
281,0,0,18,0,0,1,3,3,3,2,3,1,2,2,0,0,0,0,0,1,0,1,0,4,3,4,1,2,3,8,9,10,11,0
282,0,0,17,0,0,0,3,2,1,2,0,0,1,2,0,0,1,0,0,0,1,1,0,4,3,3,2,3,2,0,14,14,16,0
283,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,10,0
284,0,0,17,0,0,1,2,1,1,2,1,1,1,2,0,0,0,0,0,1,1,0,0,3,2,3,1,1,5,3,11,10,12,0
285,0,0,18,0,0,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,3,2,3,1,2,4,4,11,10,12,0
286,0,0,15,0,0,1,3,3,3,2,3,1,1,3,0,0,1,0,1,1,1,1,0,4,1,1,1,2,2,2,12,12,12,0
287,0,0,16,0,0,1,1,1,0,2,3,1,1,2,0,0,1,0,0,0,1,1,0,3,2,4,1,2,5,0,11,10,11,0
288,0,0,17,0,0,0,2,3,0,2,0,0,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,14,14,15,0
289,0,0,15,0,0,1,2,4,3,1,0,1,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,10,0
290,0,0,15,0,1,1,2,2,1,3,3,1,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,11,10,11,1
291,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,6,15,15,15,1
292,0,0,17,0,1,1,4,4,3,2,2,1,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,1
293,0,0,17,0,1,0,1,4,2,2,0,2,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8,1
294,0,0,17,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15,1
295,0,0,18,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17,18,1
296,0,0,17,0,1,1,3,1,3,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18,19,19,1
297,0,0,17,0,1,1,2,2,3,3,0,1,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11,10,1
298,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
299,0,0,17,0,1,1,2,1,1,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,17,18,18,1
300,0,0,16,0,1,1,2,2,2,3,0,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
301,0,0,16,0,1,1,2,2,2,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
302,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
303,0,0,15,0,1,1,2,1,1,2,2,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,3,5,15,14,15,1
304,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,1,11,10,11,1
305,0,0,17,0,1,0,1,4,2,2,0,1,3,1,0,0,1,0,0,1,1,0,0,5,4,3,1,1,4,12,9,9,8,1
306,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,3,2,1,2,3,4,15,16,16,1
307,0,0,16,0,1,1,2,2,2,3,0,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
308,0,0,17,0,1,1,2,1,2,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,17,18,18,1
309,0,0,16,0,1,1,1,1,0,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,2,2,1,1,3,3,16,16,16,1
310,0,0,17,0,1,1,1,1,2,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,3,0,11,11,10,1
311,0,0,17,0,1,1,2,2,3,2,0,1,1,2,0,0,1,0,0,1,1,0,0,3,2,1,1,2,3,1,11,11,10,1
312,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
313,0,0,16,0,1,1,3,3,2,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,1,1,2,3,4,11,10,11,1
314,0,0,17,0,1,1,3,3,3,2,1,1,1,1,0,0,1,0,0,1,1,0,0,4,2,1,1,2,3,4,11,11,10,1
315,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,1,11,10,11,1
316,0,0,17,0,1,1,1,1,0,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,3,14,13,14,1
317,0,0,17,0,1,1,1,1,0,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,3,14,13,13,1
318,0,0,16,0,1,1,2,1,1,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,3,2,1,2,3,4,15,15,16,1
319,0,0,16,0,1,1,3,2,2,2,2,0,1,2,0,0,1,0,0,0,1,0,0,4,2,1,1,2,3,6,13,12,12,1
320,0,0,17,0,1,1,1,1,0,2,1,1,2,3,0,0,0,0,1,1,1,0,0,4,2,2,1,1,3,2,16,15,16,1
321,0,0,16,0,1,1,3,3,2,2,2,0,1,1,0,0,1,0,0,0,1,0,0,4,2,1,1,2,3,6,12,11,11,1
322,0,0,17,0,1,0,3,4,2,2,1,1,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,1,3,6,11,10,10,1
323,0,0,17,0,1,1,2,1,1,2,1,1,2,3,0,0,0,0,0,1,1,0,0,3,1,2,1,1,3,1,16,16,17,1
324,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,3,2,1,2,3,5,15,15,15,1
325,0,0,17,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,1,1,1,0,0,4,2,2,1,2,4,3,15,14,15,1
326,0,0,16,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,1,2,1,1,3,1,17,17,17,1
327,0,0,16,0,1,1,3,3,2,2,2,0,1,1,0,0,1,0,0,0,1,0,0,4,2,1,1,2,3,6,12,11,11,1
328,0,0,17,0,1,1,1,1,1,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
329,0,0,17,0,1,1,2,1,2,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,17,18,18,1
330,0,0,16,0,1,1,2,2,2,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
331,0,0,17,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
332,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
333,0,0,15,0,1,1,2,1,1,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,3,2,1,2,3,4,15,15,15,1
334,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,2,2,1,2,3,3,16,16,16,1
335,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,3,2,1,2,3,5,15,15,15,1
336,0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,0,0,3,2,2,1,2,3,3,16,16,16,1
337,0,0,17,0,1,1,1,1,1,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,2,13,12,12,1
338,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,2,11,10,11,1
339,0,0,15,0,1,1,2,2,1,3,2,1,1,2,0,0,1,0,0,1,1,1,0,3,1,2,1,2,3,0,11,10,10,1
340,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,1,11,10,11,1
341,0,0,17,0,1,0,2,4,2,2,1,1,2,1,0,0,1,0,0,1,1,0,0,5,3,2,1,1,3,8,10,10,9,1
342,0,0,15,0,1,1,2,2,1,3,2,1,1,2,0,0,1,0,0,1,1,1,0,3,1,2,1,2,3,0,11,10,10,1
343,0,0,17,0,1,0,1,2,0,2,0,1,2,2,0,0,0,0,0,1,1,1,0,4,3,3,1,2,5,7,12,12,12,1
344,0,0,17,0,1,1,2,1,1,2,1,1,2,3,0,0,0,0,0,1,1,0,0,3,1,2,1,1,3,1,16,16,17,1
345,0,0,17,0,1,1,1,1,2,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,3,0,11,11,10,1
346,0,0,15,0,1,1,2,1,1,2,2,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,3,5,15,14,15,1
347,0,0,15,0,1,0,2,2,2,2,1,0,2,2,0,0,1,0,0,0,1,1,0,4,4,2,1,2,3,9,12,12,11,1
348,0,0,17,0,1,1,1,1,1,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
349,0,0,17,0,1,1,1,1,1,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,2,13,12,12,1
350,0,0,16,0,1,1,1,1,0,2,1,1,2,2,0,0,0,0,0,1,1,1,0,4,2,3,1,3,4,2,13,12,13,1
351,0,0,16,0,1,1,2,2,2,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
352,0,0,15,0,1,1,2,2,1,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,1,2,1,2,3,0,11,10,10,1
353,0,0,17,0,1,1,1,1,0,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,2,2,1,1,3,2,16,16,17,1
354,0,0,16,0,1,1,2,2,2,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,2,2,1,2,3,0,11,10,10,1
355,0,0,15,0,1,1,3,2,2,2,2,0,1,2,0,0,1,0,0,0,1,0,0,4,3,1,1,2,3,6,13,13,13,1
356,0,0,17,0,1,1,2,2,3,2,0,1,1,2,0,0,1,0,0,1,1,0,0,3,2,1,1,2,3,0,11,11,10,1
357,0,0,15,0,1,1,3,1,2,2,2,0,1,3,0,0,1,0,0,0,1,0,0,4,3,1,1,2,3,6,14,14,14,1
358,0,0,17,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,0,1,1,0,0,3,2,2,1,2,4,2,15,15,16,1
359,0,0,17,0,1,1,1,1,0,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,2,2,1,1,3,2,16,16,17,1
360,0,0,17,0,1,1,2,1,2,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,17,18,18,1
361,0,0,17,0,1,1,1,1,0,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,2,2,1,1,3,3,16,16,17,1
362,0,0,17,0,1,0,3,4,2,2,1,1,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,1,3,6,11,10,10,1
363,0,0,17,0,1,0,1,3,1,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,4,3,1,1,5,12,9,9,9,1
364,0,0,16,0,1,1,3,3,2,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,1,1,2,3,5,11,10,11,1
365,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,0,11,10,11,1
366,0,0,15,0,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,0,4,1,2,1,2,3,2,11,10,11,1
367,0,0,17,0,1,0,1,4,2,2,0,1,3,1,0,0,1,0,0,1,1,0,0,5,4,3,1,1,4,13,9,9,8,1
368,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
369,0,0,17,0,1,1,2,2,3,2,0,1,1,2,0,0,1,0,0,1,1,0,0,3,2,1,1,2,3,1,11,11,10,1
370,0,0,17,0,1,1,1,1,1,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,2,13,12,12,1
371,0,0,16,0,1,0,1,2,2,2,1,1,3,2,0,0,1,0,0,0,1,1,0,4,4,3,1,1,4,10,11,11,10,1
372,0,0,17,0,1,1,1,1,0,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,3,14,13,14,1
373,0,0,17,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
374,0,0,15,0,1,1,2,2,1,3,1,1,1,2,0,0,1,0,0,1,1,1,0,3,1,2,1,2,3,0,11,10,10,1
375,0,0,17,0,1,1,1,1,2,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,3,1,12,11,11,1
376,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
377,0,0,15,0,1,1,2,2,1,3,2,1,1,2,0,0,1,0,0,1,1,1,0,3,1,2,1,2,3,0,11,10,10,1
378,0,0,15,0,1,1,2,1,1,2,2,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,3,5,15,14,15,1
379,0,0,17,0,1,0,1,3,1,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,4,3,1,1,5,13,9,9,8,1
380,0,0,17,0,1,1,2,1,1,2,1,1,2,3,0,0,0,0,0,1,1,0,0,3,1,2,1,1,3,1,16,17,17,1
381,0,0,15,0,1,0,2,1,2,2,2,0,2,3,0,0,1,0,0,0,1,1,0,4,4,2,1,2,3,8,13,13,13,1
382,0,0,15,0,1,1,2,1,1,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,3,2,1,2,3,5,15,15,15,1
383,0,0,17,0,1,1,2,2,3,2,0,1,1,2,0,0,1,0,0,1,1,0,0,3,2,1,1,2,3,2,11,11,10,1
384,0,0,15,0,1,1,2,1,1,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,3,2,1,2,3,5,15,15,15,1
385,0,0,17,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
386,0,0,17,0,1,1,2,1,2,2,2,1,2,3,0,0,0,0,0,1,1,0,0,3,1,2,1,1,3,0,17,18,18,1
387,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
388,0,0,16,0,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,4,3,2,1,3,4,4,15,14,15,1
389,0,0,16,0,1,1,2,1,1,2,3,0,2,4,0,0,1,0,0,0,1,0,0,4,3,2,1,2,3,4,15,15,16,1
390,0,0,17,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,0,1,1,0,0,3,2,2,1,2,4,3,15,14,15,1
391,0,0,15,0,1,1,3,1,2,2,2,0,1,3,0,0,1,0,0,0,1,0,0,4,3,1,1,2,3,6,14,13,13,1
392,0,0,17,0,1,1,1,1,0,2,0,1,1,3,0,0,0,0,1,1,1,1,0,3,3,2,1,2,4,3,14,13,14,1
393,0,0,17,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,0,1,1,0,0,4,1,2,1,1,3,1,17,17,18,1
